comment,label
"এটা কোন বিশাল কাজ না, অামাদের কেপ্টেন মাশরাফি তো ৭ বার পা অপারেশন করে তো এখোনো বাঘের মত গর্জে চাচ্ছে,,,,সালাম বস। ভালো কিছু  পোষ্ট করুন।।।।।",0
এরা গরুরে মা কয়  এরা যে গরুর বাচ্চা তা এ ছবিরথেকে বুঝা যায়,3
এগুলা কি ফাইজলামি না টিটকারি??? -_-,0
নাইস মেম....,0
"রোমান্টিক গল্প, ভালোবাসার গল্প, শিক্ষানীয় গল্প পড়তে এই পেইজে লাইক দেন,",0
তুমাকে চুদতে চাই,1
শালির নেকেট ছবিটা অনেক সুন্দর,2
তোমাকে আমার ওনেক,0
নাইছ,0
ধ্বংস হোক মালাউন সাম্রাজ্য,3
শেখ হাসিনার আমলে কেন মসজিদ ভাঙ্গা হয়,3
তুমি যা খাও সব কি উপরে আর পিছেই যায়?? মাঝখানে থাকে না???,2
মেয়েটা মনে হয়,0
❤ মাসআল্লাহ অনেক সুন্দর লাগছে  ????,0
খুব সুন্দর লাগছে জান,0
প্রয়োজনে সব মসজিত ভাঙ্গা হোক আমিন,3
নায়লা তুমি এত্ত ক্ষ্যাত ক্যান??,2
বিভিন্ন মসজিদে উস্কানিমূলক বক্তব্য দিয়ে জনমনে বিভ্রান্তিও সৃষ্টি করা হচ্ছে,3
হাই আপু আমি আপনার খুব ভালো বন্দু,0
শালার বাচ্চা রথ যাত্রায় তীর ধনুক নিয়া  আইশা দেখ তোদের সব হিন্দু মালাউনদের পাছায় ডুকাইয়া শশানে পাঠাইয়া দিমু,3
মাথা নষট ম্যান,2
একটি ট্রেন যখন পাকিস্তানের পাঞ্জাব প্রদেশ থেকে ভারতে এসে পৌঁছায় তখন ট্রেনের একটি ও যাত্রী আর জীবিত ছিল না ।,0
"সিলেটে জালালাবাদ কলেজে ছাত্রলীগ কর্মীদের উপর জামাত শিবিরের নৃশংস হামলার প্রতিবাদে রাজশাহী বিশ্ববিদ্যালয় ছাত্রলীগের প্রতিবাদী মিছিল।"",",4
অামরা অাছি তোমার সাথে পরি মণি।,0
"ফালতু মাইয়া দুরে গিয়া মর,,,,,,",2
আমার নম,0
"লগি বৈঠা রেডি কর, জামাত শিবির ধোলাই কর।"",",4
"কেন্দ্রীয় ছাত্রলীগ নেতার কাছে হামলাকারী শিবির ক্যাডারদের নাম প্রকাশ করেছেন হামলায় আহত শাহীন।"",",4
"আমার বিশ্বাস, স্বাধীন বাংলার স্বাধীনতাযুদ্ধের প্রকৃত ইতিহাস যেদিন লেখা হবে, তাতে বঙ্গবন্ধু শেখ মুজিবুর রহমানের নামের পাশে বেগম ফজিলাতুননেসা মুজিবের নামটিও স্বর্ণাক্ষরে লেখা থাকবে।",4
ধুনীয়া লাগিছে তোমাক,2
ভাই এই মালু‌ র ভি‌ডিও টা প্রচার না করা ভা‌লো,3
কোন ভালো ঘরে মেয়ে এই ধরনে ছবি দেবেনা । ।  আমার মনে হয় আপনি অনেক খারাপ মেয়ে,2
বিউটি ফুল লাগছে,0
নাস্তিক কিতাব অনুভব করে	আপন হৃদয় দিয়ে।,3
ঐই শয়তান তোর নাবি কোই,2
"আপু, যদি এমন একটা রিপ্লাই না দিতে তবে সত্যিই তোমার থেকে মুখ ফিরিয়ে নিতাম। কারন জবাব টা তোমাকে অপমান করার জবাব। তোমাকে অপমান মানে বাংলাকে অপমান। প্রমান করে দিলে সত্যি তুমি সাহসী মুক্তিযোদ্ধাদের জাতির সন্তান। সেদিন যে বললা "" আমার দেশ কে নিয়ে বাজে কথা বললে খুন করে ফেলব "", জানো এই স্ট্যাটাস টা আমি গর্ব নিয়ে সব বন্ধুদের দেখিয়েছি :) ধন্যবাদ আপু",2
